X.PROBE_ID	UTR_TAG	ALN_BASIS	BWA_NUM_MISMATCHES	NUM_HITS	HIT	SNP_INFO	gene	uniq	Chr	Strand	P_start	P_end	Gene_symbol
ILMN_1662952	inclUTR	exome	0	1	chr1|+|151264134-151264183|217_NM_020832,ZNF687|exonic;	NA	1	1	1	+	151264134	151264183	ZNF687
ILMN_1661523	inclUTR	exome	0	1	chrY|-|8551411-8551460|650_NR_001550,TTTY18|exonic;	NA	1	1	Y	-	8551411	8551460	TTTY18
ILMN_2089365	inclUTR	exome	0	1	chrY|-|8551431-8551473:8551761-8551768|650_NR_001550,TTTY18|exonic;	NA	1	1	Y	-	8551431	8551768	TTTY18
ILMN_1685446	inclUTR	exome	0	2	chr13|+|41932655-41932704|904_NM_001110798,NAA16|exonic;chr13|+|41932656-41932705|904_NM_018527,NAA16|exonic;	NA	1	1	13	+	41932655	41932705	NAA16
ILMN_1698209	inclUTR	exome	0	1	chr2|+|178402822-178402871|30_NM_003659,AGPS|exonic;	NA	1	1	2	+	178402822	178402871	AGPS
ILMN_1799280	inclUTR	exome	0	3	chr3|-|197238783-197238832|261_NM_203314,BDH1|exonic;chr3|-|197238783-197238832|261_NM_004051,BDH1|exonic;chr3|-|197238783-197238832|261_NM_203315,BDH1|exonic;	NA	1	1	3	-	197238783	197238832	BDH1
ILMN_1683471	inclUTR	exome	0	1	chr3|-|197281470-197281519|261_NM_203314,BDH1|exonic;	NA	1	1	3	-	197281470	197281519	BDH1
ILMN_1726164	inclUTR	exome	0	3	chr6|-|11213525-11213574|83_NM_001142393,NEDD9|exonic;chr6|-|11213525-11213574|670_NM_006403,NEDD9|exonic;chr6|-|11213529-11213578|670_NM_182966,NEDD9|exonic;	NA	1	1	6	-	11213525	11213578	NEDD9
ILMN_1758719	inclUTR	exome	0	2	chr6|-|11184106-11184155|83_NM_001142393,NEDD9|exonic;chr6|-|11184106-11184155|670_NM_006403,NEDD9|exonic;	NA	1	1	6	-	11184106	11184155	NEDD9
ILMN_2261076	inclUTR	exome	0	2	chr6|-|11183628-11183677|83_NM_001142393,NEDD9|exonic;chr6|-|11183628-11183677|670_NM_006403,NEDD9|exonic;	NA	1	1	6	-	11183628	11183677	NEDD9
ILMN_1756355	inclUTR	exome	0	1	chr11|+|47605997-47606046|948_NM_004551,NDUFS3|exonic;	NA	1	1	11	+	47605997	47606046	NDUFS3
ILMN_1785474	inclUTR	exome	0	1	chr5|-|80626685-80626734|1200_NM_130767,ACOT12|exonic;	NA	1	1	5	-	80626685	80626734	ACOT12
ILMN_1651599	inclUTR	exome	0	1	chr9|-|139943462-139943511|1652_NM_203468,ENTPD2|exonic;	NA	1	1	9	-	139943462	139943511	ENTPD2
ILMN_1745501	inclUTR	exome	0	1	chr1|+|38032293-38032342|875_NM_003462,DNALI1|exonic;	MAF=0.0565371,Name=chr1_38032294	1	1	1	+	38032293	38032342	DNALI1
ILMN_3308113	inclUTR	exome	0	1	chr15|+|25514956-25515005|779_NR_003362,SNORD115-48|exonic;	NA	1	1	15	+	25514956	25515005	SNORD115-48
ILMN_1785141	inclUTR	exome	0	1	chr11|+|12281404-12281444:12284026-12284035|84_NM_014632,MICAL2|exonic;	NA	1	1	11	+	12281404	12284035	MICAL2
ILMN_1674533	inclUTR	exome	0	1	chr7|-|142569044-142569093|1672_NM_018646,TRPV6|exonic;	NA	1	1	7	-	142569044	142569093	TRPV6
ILMN_2368188	inclUTR	exome	0	1	chr7|-|142569296-142569345|1672_NM_018646,TRPV6|exonic;	NA	1	1	7	-	142569296	142569345	TRPV6
ILMN_2272412	inclUTR	exome	0	1	chr7|-|142583186-142583235|1672_NM_018646,TRPV6|exonic;	NA	1	1	7	-	142583186	142583235	TRPV6
ILMN_1683121	inclUTR	exome	0	2	chr10|+|96495126-96495175|20_NM_000772,CYP2C18|exonic;chr10|+|96495127-96495176|20_NM_001128925,CYP2C18|exonic;	NA	1	1	10	+	96495126	96495176	CYP2C18
ILMN_3185161	inclUTR	exome	0	2	chr9|+|80881445-80881494|150_NM_001098802,CEP78|exonic;chr9|+|80881446-80881495|150_NM_032171,CEP78|exonic;	NA	1	1	9	+	80881445	80881495	CEP78
ILMN_1676905	inclUTR	exome	0	1	chr16|-|3348978-3349027|610_NM_033208,TIGD7|exonic;	NA	1	1	16	-	3348978	3349027	TIGD7
ILMN_1676014	inclUTR	exome	0	1	chr14|+|24517933-24517982|96_NM_001082488,DHRS4L1|exonic;	NA	1	1	14	+	24517933	24517982	DHRS4L1
ILMN_1784110	inclUTR	exome	0	3	chr1|+|205501709-205501758|2152_NM_212502,CDK18|exonic;chr1|+|205501709-205501758|2152_NM_002596,CDK18|exonic;chr1|+|205501709-205501758|2152_NM_212503,CDK18|exonic;	NA	1	1	1	+	205501709	205501758	CDK18
ILMN_1668067	inclUTR	exome	0	1	chr1|+|205492791-205492840|2152_NM_212503,CDK18|exonic;	NA	1	1	1	+	205492791	205492840	CDK18
ILMN_2415911	inclUTR	exome	0	2	chrX|-|129758148-129758197|24_NM_006375,ENOX2|exonic;chrX|-|129758148-129758197|24_NM_182314,ENOX2|exonic;	NA	1	1	X	-	129758148	129758197	ENOX2
ILMN_3242842	inclUTR	exome	0	5	chr8|-|86756849-86756898|1246_NR_003594,REXO1L2P|exonic;chr8|-|86573830-86573879|1245_NM_172239,REXO1L1|exonic;chr8|-|86573830-86573879|1245_NR_003594,REXO1L2P|exonic;chr8|-|86787408-86787457|155_NM_172239,REXO1L1|exonic;chr8|-|86839259-86839308|1247_NR_003594,REXO1L2P|exonic;	NA	1	0					
ILMN_1651538	inclUTR	exome	0	1	chr19|-|41172671-41172720|899_NM_004756,NUMBL|exonic;	MAF=0.0335689,Name=chr19_41172688	1	1	19	-	41172671	41172720	NUMBL
ILMN_1768575	inclUTR	exome	0	1	chr10|-|81697599-81697648|1208_NM_003019,SFTPD|exonic;	NA	1	1	10	-	81697599	81697648	SFTPD
ILMN_3224830	inclUTR	exome	0	1	chr15|-|79484335-79484384|148_NR_038997,LOC729911|exonic;	NA	1	1	15	-	79484335	79484384	LOC729911
ILMN_1683781	inclUTR	exome	0	1	chr11|+|130343569-130343618|1579_NM_139055,ADAMTS15|exonic;	NA	1	1	11	+	130343569	130343618	ADAMTS15
ILMN_3238314	inclUTR	exome	0	4	chr17|+|62080288-62080337|1058_NM_001191030,C17orf72|exonic;chr17|+|62080289-62080338|1058_NM_001191031,C17orf72|exonic;chr17|+|62080288-62080337|1058_NM_001164257,C17orf72|exonic;chr17|+|62080289-62080338|1058_NM_001191029,C17orf72|exonic;	NA	1	1	17	+	62080288	62080338	C17orf72
ILMN_1782178	inclUTR	exome	0	1	chr1|-|213030285-213030334|2210_NR_027285,FLVCR1-AS1|exonic;	MAF=0.0371025,Name=chr1_213030322	1	1	1	-	213030285	213030334	FLVCR1-AS1
ILMN_2173919	inclUTR	exome	0	1	chr15|-|72118702-72118751|17_NM_006901,MYO9A|exonic;	NA	1	1	15	-	72118702	72118751	MYO9A
ILMN_1713846	inclUTR	exome	0	1	chr12|-|63038037-63038086|133_NM_020700,PPM1H|exonic;	NA	1	1	12	-	63038037	63038086	PPM1H
ILMN_1811799	inclUTR	exome	0	1	chr12|-|10978052-10978101|668_NM_023921,TAS2R10|exonic;	NA	1	1	12	-	10978052	10978101	TAS2R10
ILMN_1690209	inclUTR	exome	0	1	chr1|-|206239104-206239153|2158_NM_001007544,C1orf186|exonic;	NA	1	1	1	-	206239104	206239153	C1orf186
ILMN_1813352	inclUTR	exome	0	2	chr18|+|63547715-63547764|133_NM_004361,CDH7|exonic;chr18|+|63547715-63547764|133_NM_033646,CDH7|exonic;	NA	1	1	18	+	63547715	63547764	CDH7
ILMN_1660113	inclUTR	exome	0	1	chr18|+|63417562-63417611|133_NM_033646,CDH7|exonic;	NA	1	1	18	+	63417562	63417611	CDH7
ILMN_3239795	inclUTR	exome	0	1	chr11|+|111597441-111597490|179_NM_015191,SIK2|exonic;	MAF=0.992933,Name=chr11_111597442	1	1	11	+	111597441	111597490	SIK2
ILMN_1668714	inclUTR	exome	0	1	chr11|+|111597298-111597347|179_NM_015191,SIK2|exonic;	NA	1	1	11	+	111597298	111597347	SIK2
ILMN_2348259	inclUTR	exome	0	2	chr7|+|64865699-64865748|1079_NM_152626,ZNF92|exonic;chr7|+|64865700-64865749|1079_NM_007139,ZNF92|exonic;	NA	1	1	7	+	64865699	64865749	ZNF92
ILMN_1665327	inclUTR	exome	0	2	chr7|+|64864705-64864754|1079_NM_152626,ZNF92|exonic;chr7|+|64864706-64864755|1079_NM_007139,ZNF92|exonic;	NA	1	1	7	+	64864705	64864755	ZNF92
ILMN_1702837	inclUTR	exome	0	3	chr2|+|232035291-232035340|294_NR_034059,PSMD1|exonic;chr2|+|232035290-232035339|294_NM_002807,PSMD1|exonic;chr2|+|232035291-232035340|294_NM_001191037,PSMD1|exonic;	NA	1	1	2	+	232035290	232035340	PSMD1
ILMN_1663840	inclUTR	exome	0	2	chr1|+|248652351-248652400|2482_NM_001004697,OR2T5|exonic;chr1|-|248722282-248722331|2482_NM_001004694,OR2T29|exonic;	NA	1	0					
ILMN_1735361	inclUTR	exome	0	1	chr22|-|50702575-50702624|971_NM_002751,MAPK11|exonic;	NA	1	1	22	-	50702575	50702624	MAPK11
ILMN_1724715	inclUTR	exome	0	1	chr22|-|50703266-50703315|971_NM_002751,MAPK11|exonic;	NA	1	1	22	-	50703266	50703315	MAPK11
ILMN_1733554	inclUTR	exome	0	2	chr11|-|73714927-73714976|1147_NM_022803,UCP3|exonic;chr11|-|73714926-73714975|1147_NM_003356,UCP3|exonic;	NA	1	1	11	-	73714926	73714976	UCP3
ILMN_1755992	inclUTR	exome	0	1	chr11|-|73714765-73714814|1147_NM_022803,UCP3|exonic;	NA	1	1	11	-	73714765	73714814	UCP3
ILMN_2079386	inclUTR	exome	0	1	chr1|-|6245559-6245608|632_NM_000983,RPL22|exonic;	NA	1	1	1	-	6245559	6245608	RPL22
ILMN_2126239	inclUTR	exome	0	1	chr1|-|156219086-156219135|27_NM_015327,SMG5|exonic;	NA	1	1	1	-	156219086	156219135	SMG5
ILMN_1695797	inclUTR	exome	0	2	chr20|-|33302925-33302974|839_NM_001242539,NCOA6|exonic;chr20|-|33302925-33302974|839_NM_014071,NCOA6|exonic;	NA	1	1	20	-	33302925	33302974	NCOA6
ILMN_2066858	inclUTR	exome	0	2	chr13|+|108955818-108955867|1416_NM_006573,TNFSF13B|exonic;chr13|+|108955819-108955868|1416_NM_001145645,TNFSF13B|exonic;	NA	1	1	13	+	108955818	108955868	TNFSF13B
ILMN_1803300	inclUTR	exome	0	1	chr14|+|100796345-100796394|169_NM_207117,SLC25A47|exonic;	NA	1	1	14	+	100796345	100796394	SLC25A47
ILMN_1697069	inclUTR	exome	0	5	chr17|+|38173571-38173620|876_NR_033662,CSF3|exonic;chr17|+|38173571-38173620|876_NM_172220,CSF3|exonic;chr17|+|38173571-38173620|876_NM_001178147,CSF3|exonic;chr17|+|38173570-38173619|876_NM_000759,CSF3|exonic;chr17|+|38173570-38173619|876_NM_172219,CSF3|exonic;	NA	1	1	17	+	38173570	38173620	CSF3
ILMN_2322768	inclUTR	exome	0	5	chr17|+|38173649-38173698|876_NM_000759,CSF3|exonic;chr17|+|38173650-38173699|876_NM_172220,CSF3|exonic;chr17|+|38173650-38173699|876_NM_001178147,CSF3|exonic;chr17|+|38173650-38173699|876_NR_033662,CSF3|exonic;chr17|+|38173649-38173698|876_NM_172219,CSF3|exonic;	NA	1	1	17	+	38173649	38173699	CSF3
ILMN_1728581	inclUTR	exome	0	4	chr3|-|50595789-50595838|971_NM_001171741,C3orf18|exonic;chr3|-|50595789-50595838|971_NM_001171740,C3orf18|exonic;chr3|-|50595789-50595838|971_NM_016210,C3orf18|exonic;chr3|-|50595789-50595838|971_NM_001171743,C3orf18|exonic;	NA	1	1	3	-	50595789	50595838	C3orf18
ILMN_3258955	inclUTR	exome	0	2	chr3|+|130203361-130203410|197_NM_153264,COL6A5|exonic;chr3|+|130203359-130203408|197_NR_022012,COL6A5|exonic;	NA	1	1	3	+	130203359	130203410	COL6A5
ILMN_1653125	inclUTR	exome	0	1	chr17|-|8044020-8044069|646_NM_002616,PER1|exonic;	NA	1	1	17	-	8044020	8044069	PER1
ILMN_3229839	inclUTR	exome	0	1	chr10|-|21812698-21812747|751_NM_207371,C10orf140|exonic;	NA	1	1	10	-	21812698	21812747	C10orf140
ILMN_1671132	inclUTR	exome	0	2	chr21|+|14424681-14424730|86_NR_026916,ANKRD30BP2|exonic;chr18|-|15316146-15316195|701_NR_027417,LOC644669|exonic;	NA	1	0					
ILMN_1684188	inclUTR	exome	0	3	chr3|+|14814442-14814491|87_NM_032137,C3orf20|exonic;chr3|+|14814442-14814491|87_NM_001184957,C3orf20|exonic;chr3|+|14814442-14814491|87_NM_001184958,C3orf20|exonic;	MAF=0.0123675,Name=chr3_14814462;MAF=0.0123675,Name=chr3_14814462;MAF=0.0123675,Name=chr3_14814462	1	1	3	+	14814442	14814491	C3orf20
ILMN_1713542	inclUTR	exome	0	1	chr9|-|100849645-100849694|1354_NM_014788,TRIM14|exonic;	MAF=0.0689046,Name=chr9_100849682	1	1	9	-	100849645	100849694	TRIM14
ILMN_1815530	inclUTR	exome	0	1	chr2|+|27745441-27745461:27746135-27746164|796_NM_001486,GCKR|exonic;	NA	1	1	2	+	27745441	27746164	GCKR
ILMN_1812659	inclUTR	exome	0	1	chr8|-|7215721-7215770|640_NM_001164457,ZNF705G|exonic;	NA	1	1	8	-	7215721	7215770	ZNF705G
ILMN_1684306	inclUTR	exome	0	2	chr1|-|153517235-153517284|1756_NM_002961,S100A4|exonic;chr1|-|153517235-153517284|1756_NM_019554,S100A4|exonic;	NA	1	1	1	-	153517235	153517284	S100A4
ILMN_1688780	inclUTR	exome	0	2	chr1|-|153518229-153518278|1756_NM_019554,S100A4|exonic;chr1|-|153518230-153518279|1756_NM_002961,S100A4|exonic;	NA	1	1	1	-	153518229	153518279	S100A4
ILMN_1694979	inclUTR	exome	0	1	chr4|-|147724638-147724687|26_NM_031956,TTC29|exonic;	NA	1	1	4	-	147724638	147724687	TTC29
ILMN_1741971	inclUTR	exome	0	1	chr9|-|34369289-34369338|847_NM_020702,KIAA1161|exonic;	NA	1	1	9	-	34369289	34369338	KIAA1161
ILMN_3307149	inclUTR	exome	0	1	chr6|+|114225748-114225797|1456_NR_027060,FLJ34503|exonic;	NA	1	1	6	+	114225748	114225797	FLJ34503
ILMN_1789449	inclUTR	exome	0	1	chr21|+|44451431-44451480|115_NM_004571,PKNOX1|exonic;	NA	1	1	21	+	44451431	44451480	PKNOX1
ILMN_1745365	inclUTR	exome	0	1	chr21|+|44453458-44453507|115_NM_004571,PKNOX1|exonic;	NA	1	1	21	+	44453458	44453507	PKNOX1
ILMN_1812571	inclUTR	exome	0	2	chr12|-|120533013-120533062|1504_NM_006861,RAB35|exonic;chr12|-|120533013-120533062|1504_NM_001167606,RAB35|exonic;	NA	1	1	12	-	120533013	120533062	RAB35
ILMN_1805725	inclUTR	exome	0	1	chr12|-|58020000-58020049|1027_NM_001478,B4GALNT1|exonic;	NA	1	1	12	-	58020000	58020049	B4GALNT1
ILMN_1673896	inclUTR	exome	0	3	chr3|+|185200314-185200363|249_NM_004721,MAP3K13|exonic;chr3|+|185200313-185200362|249_NM_001242314,MAP3K13|exonic;chr3|+|185200315-185200364|249_NM_001242317,MAP3K13|exonic;	NA	1	1	3	+	185200313	185200364	MAP3K13
ILMN_1774826	inclUTR	exome	0	2	chr9|+|71688522-71688571|1131_NM_181425,FXN|exonic;chr9|+|71688522-71688571|1131_NM_000144,FXN|exonic;	NA	1	1	9	+	71688522	71688571	FXN
ILMN_1719985	inclUTR	exome	0	1	chr19|+|4795472-4795521|621_NM_018708,FEM1A|exonic;	NA	1	1	19	+	4795472	4795521	FEM1A
ILMN_1759743	inclUTR	exome	0	1	chr17|-|79225047-79225096|1189_NM_138570,SLC38A10|exonic;	MAF=0.0318021,Name=chr17_79225092	1	1	17	-	79225047	79225096	SLC38A10
ILMN_1776490	inclUTR	exome	0	2	chr17|+|42239758-42239807|907_NM_024032,C17orf53|exonic;chr17|+|42239758-42239807|907_NM_001171251,C17orf53|exonic;	NA	1	1	17	+	42239758	42239807	C17orf53
ILMN_3245410	inclUTR	exome	0	1	chr14|+|105289718-105289767|1388_NR_024396,MGC23270|exonic;	NA	1	1	14	+	105289718	105289767	MGC23270
ILMN_1780991	inclUTR	exome	0	1	chr5|-|140050832-140050881|1653_NM_194249,DND1|exonic;	NA	1	1	5	-	140050832	140050881	DND1
ILMN_1754541	inclUTR	exome	0	1	chr1|-|40367182-40367231|892_NM_001033081,MYCL1|exonic;	NA	1	1	1	-	40367182	40367231	MYCL1
ILMN_1665876	inclUTR	exome	0	1	chr15|+|69387978-69388027|1114_NR_026949,LINC00277|exonic;	NA	1	1	15	+	69387978	69388027	LINC00277
ILMN_1709434	inclUTR	exome	0	4	chr2|+|37041374-37041423|108_NM_001177970,VIT|exonic;chr2|+|37041372-37041421|108_NM_053276,VIT|exonic;chr2|+|37041374-37041423|108_NM_001177971,VIT|exonic;chr2|+|37041373-37041422|108_NM_001177969,VIT|exonic;	NA	1	1	2	+	37041372	37041423	VIT
ILMN_2111255	inclUTR	exome	0	4	chr2|+|37041493-37041542|108_NM_053276,VIT|exonic;chr2|+|37041495-37041544|108_NM_001177971,VIT|exonic;chr2|+|37041494-37041543|108_NM_001177969,VIT|exonic;chr2|+|37041495-37041544|108_NM_001177970,VIT|exonic;	NA	1	1	2	+	37041493	37041544	VIT
ILMN_1805158	inclUTR	exome	0	3	chr1|-|222736575-222736624|2284_NM_001201536,TAF1A|exonic;chr1|-|222736575-222736624|2284_NM_139352,TAF1A|exonic;chr1|-|222736576-222736625|2284_NM_005681,TAF1A|exonic;	NA	1	1	1	-	222736575	222736625	TAF1A
ILMN_1713732	inclUTR	exome	0	2	chr9|+|133762921-133762970|1605_NM_005157,ABL1|exonic;chr9|+|133762921-133762970|200_NM_007313,ABL1|exonic;	NA	1	1	9	+	133762921	133762970	ABL1
ILMN_2268241	inclUTR	exome	0	1	chr9|+|133710842-133710891|1605_NM_005157,ABL1|exonic;	NA	1	1	9	+	133710842	133710891	ABL1
ILMN_3307724	inclUTR	exome	0	1	chr19|+|58133339-58133388|1028_NM_003435,ZNF134|exonic;	NA	1	1	19	+	58133339	58133388	ZNF134
ILMN_1716895	inclUTR	exome	0	1	chr7|-|7677540-7677589|80_NM_002947,RPA3|exonic;	NA	1	1	7	-	7677540	7677589	RPA3
ILMN_2362034	inclUTR	exome	0	2	chr12|+|32530825-32530874|12_NM_001003398,BICD1|exonic;chr12|+|32530824-32530873|12_NM_001714,BICD1|exonic;	NA	1	1	12	+	32530824	32530874	BICD1
ILMN_1672606	inclUTR	exome	0	1	chr12|+|113357236-113357285|1449_NM_016816,OAS1|exonic;	MAF=0.639576,Name=chr12_113357237	1	1	12	+	113357236	113357285	OAS1
ILMN_1794599	inclUTR	exome	0	1	chr22|+|24968250-24968299|775_NM_004175,SNRPD3|exonic;	NA	1	1	22	+	24968250	24968299	SNRPD3
ILMN_1748272	inclUTR	exome	0	1	chrX|-|30848644-30848693|820_NM_152787,TAB3|exonic;	NA	1	1	X	-	30848644	30848693	TAB3
ILMN_1671351	inclUTR	exome	0	1	chrX|-|30861085-30861134|820_NM_152787,TAB3|exonic;	NA	1	1	X	-	30861085	30861134	TAB3
ILMN_1811692	inclUTR	exome	0	1	chr17|-|61897097-61897146|1057_NM_017647,FTSJ3|exonic;	NA	1	1	17	-	61897097	61897146	FTSJ3
ILMN_1682896	inclUTR	exome	0	3	chr21|-|34131486-34131535|845_NR_027873,GCFC1|exonic;chr21|-|34131486-34131535|845_NM_016631,GCFC1|exonic;chr21|-|34131488-34131537|845_NM_013329,GCFC1|exonic;	NA	1	1	21	-	34131486	34131537	GCFC1
ILMN_2226917	inclUTR	exome	0	1	chr14|+|70181516-70181565|139_NM_014734,KIAA0247|exonic;	MAF=0.0265018,Name=chr14_70181549	1	1	14	+	70181516	70181565	KIAA0247
ILMN_1679929	inclUTR	exome	0	1	chr15|+|31669643-31669692|826_NM_015995,KLF13|exonic;	NA	1	1	15	+	31669643	31669692	KLF13
ILMN_1655418	inclUTR	exome	0	2	chr19|+|36641007-36641056|864_NM_001749,CAPNS1|exonic;chr19|+|36641007-36641056|864_NM_001003962,CAPNS1|exonic;	NA	1	1	19	+	36641007	36641056	CAPNS1
ILMN_1691249	inclUTR	exome	0	3	chr1|+|16101198-16101247|707_NM_001024216,FBLIM1|exonic;chr1|+|16101194-16101243|707_NM_017556,FBLIM1|exonic;chr1|+|16101195-16101244|707_NM_001024215,FBLIM1|exonic;	MAF=0.123675,Name=chr1_16101217;MAF=0.123675,Name=chr1_16101217;MAF=0.123675,Name=chr1_16101217	1	1	1	+	16101194	16101247	FBLIM1
ILMN_1743373	inclUTR	exome	0	1	chr6|-|170591717-170591766|1886_NM_005618,DLL1|exonic;	NA	1	1	6	-	170591717	170591766	DLL1
ILMN_1666776	inclUTR	exome	0	1	chr20|-|62065110-62065159|1058_NM_172109,KCNQ2|exonic;	NA	1	1	20	-	62065110	62065159	KCNQ2
ILMN_1725852	inclUTR	exome	0	1	chr1|-|153533730-153533779|1756_NM_005978,S100A2|exonic;	NA	1	1	1	-	153533730	153533779	S100A2
ILMN_2247084	inclUTR	exome	0	1	chr12|+|53443958-53444007|992_NM_170754,TENC1|exonic;	NA	1	1	12	+	53443958	53444007	TENC1
ILMN_1785036	inclUTR	exome	0	1	chr4|+|15480917-15480952:15482327-15482341|703_NM_020785,CC2D2A|exonic;	NA	1	1	4	+	15480917	15482341	CC2D2A
ILMN_1739222	inclUTR	exome	0	1	chr3|-|185764314-185764363|2002_NM_004454,ETV5|exonic;	NA	1	1	3	-	185764314	185764363	ETV5
ILMN_1723260	inclUTR	exome	0	1	chr3|-|185764732-185764781|2002_NM_004454,ETV5|exonic;	NA	1	1	3	-	185764732	185764781	ETV5
ILMN_3249281	inclUTR	exome	0	1	chr7|+|27228859-27228908|792_NR_002795,HOXA11-AS1|exonic;	NA	1	1	7	+	27228859	27228908	HOXA11-AS1
ILMN_1704576	inclUTR	exome	0	1	chr11|-|128806637-128806686|1567_NM_001251964,TP53AIP1|exonic;	NA	1	1	11	-	128806637	128806686	TP53AIP1
ILMN_2099745	inclUTR	exome	0	3	chr11|-|128805534-128805583|1567_NM_001195194,TP53AIP1|exonic;chr11|-|128805534-128805583|1567_NM_001251964,TP53AIP1|exonic;chr11|-|128805534-128805583|1567_NM_022112,TP53AIP1|exonic;	MAF=0.164311,Name=chr11_128805548;MAF=0.164311,Name=chr11_128805548;MAF=0.164311,Name=chr11_128805548	1	1	11	-	128805534	128805583	TP53AIP1
ILMN_1663002	inclUTR	exome	0	1	chr9|-|35100004-35100053|852_NM_013442,STOML2|exonic;	NA	1	1	9	-	35100004	35100053	STOML2
ILMN_3273257	inclUTR	exome	0	1	chr2|-|178150187-178150236|1944_NR_026966,LOC100130691|exonic;	NA	1	1	2	-	178150187	178150236	LOC100130691
ILMN_2383229	inclUTR	exome	0	6	chr10|-|52566587-52566636|123_NM_001198818,A1CF|exonic;chr10|-|52566587-52566636|123_NM_138932,A1CF|exonic;chr10|-|52566587-52566636|123_NM_001198819,A1CF|exonic;chr10|-|52566587-52566636|123_NM_014576,A1CF|exonic;chr10|-|52566587-52566636|123_NM_001198820,A1CF|exonic;chr10|-|52566587-52566636|123_NM_138933,A1CF|exonic;	MAF=0.0159011,Name=chr10_52566594;MAF=0.0159011,Name=chr10_52566594;MAF=0.0159011,Name=chr10_52566594;MAF=0.0159011,Name=chr10_52566594;MAF=0.0159011,Name=chr10_52566594;MAF=0.0159011,Name=chr10_52566594	1	1	10	-	52566587	52566636	A1CF
ILMN_1791840	inclUTR	exome	0	1	chr18|+|9537971-9538020|657_NM_006788,RALBP1|exonic;	NA	1	1	18	+	9537971	9538020	RALBP1
ILMN_1785960	inclUTR	exome	0	2	chr1|+|173840100-173840149|1911_NM_032522,ZBTB37|exonic;chr1|+|173840100-173840149|1911_NM_001122770,ZBTB37|exonic;	NA	1	1	1	+	173840100	173840149	ZBTB37
ILMN_3310271	inclUTR	exome	0	1	chrX|-|74960709-74960758|1156_NR_030737,TTC3P1|exonic;	NA	1	1	X	-	74960709	74960758	TTC3P1
ILMN_1678423	inclUTR	exome	0	1	chr11|+|124564235-124564284|1535_NM_017425,SPA17|exonic;	NA	1	1	11	+	124564235	124564284	SPA17
ILMN_1746788	inclUTR	exome	0	8	chr6_qbl_hap6|-|1412840-1412889|595_NM_052828,TRIM10|exonic;chr6_ssto_hap7|-|1450338-1450387|596_NM_052828,TRIM10|exonic;chr6_qbl_hap6|-|1412840-1412889|595_NM_052828,TRIM10|exonic;chr6_qbl_hap6|-|1412840-1412889|595_NM_006778,TRIM10|exonic;chr6_qbl_hap6|-|1412840-1412889|595_NM_006778,TRIM10|exonic;chr6_ssto_hap7|-|1450338-1450387|596_NM_006778,TRIM10|exonic;chr6_cox_hap2|-|1632029-1632078|597_NM_052828,TRIM10|exonic;chr6|-|30119892-30119941|814_NM_052828,TRIM10|exonic;chr6_cox_hap2|-|1632029-1632078|597_NM_006778,TRIM10|exonic;chr6|-|30119892-30119941|814_NM_006778,TRIM10|exonic;chr6_qbl_hap6|-|1412840-1412889|595_NM_052828,TRIM10|exonic;chr6_qbl_hap6|-|1412840-1412889|595_NM_006778,TRIM10|exonic;chr6_ssto_hap7|-|1450338-1450387|596_NM_052828,TRIM10|exonic;chr6_ssto_hap7|-|1450338-1450387|596_NM_052828,TRIM10|exonic;chr6_ssto_hap7|-|1450338-1450387|596_NM_006778,TRIM10|exonic;chr6_ssto_hap7|-|1450338-1450387|596_NM_006778,TRIM10|exonic;	NA	1	1	6	-	30119892	30119941	TRIM10
ILMN_1809783	inclUTR	exome	0	1	chr10|+|88780146-88780154:88782070-88782111|1262_NM_001146157,FAM25A|exonic;	NA	1	1	10	+	88780146	88782111	FAM25A
ILMN_1781234	inclUTR	exome	0	1	chrX|+|49106182-49106186:49106608-49106653|959_NM_014008,CCDC22|exonic;	NA	1	1	X	+	49106182	49106653	CCDC22
ILMN_1749866	inclUTR	exome	0	1	chr8|+|11617393-11617442|673_NM_002052,GATA4|exonic;	NA	1	1	8	+	11617393	11617442	GATA4
ILMN_2381121	inclUTR	exome	0	3	chr20|-|33890930-33890979|105_NM_001184977,UQCC|exonic;chr20|-|33890930-33890979|105_NM_199487,UQCC|exonic;chr20|-|33890930-33890979|105_NM_018244,UQCC|exonic;	NA	1	1	20	-	33890930	33890979	UQCC
ILMN_1748450	inclUTR	exome	0	1	chr1|-|47682250-47682299|948_NM_003189,TAL1|exonic;	NA	1	1	1	-	47682250	47682299	TAL1
ILMN_1765184	inclUTR	exome	0	6	chrX|-|131512272-131512321|1588_NM_001170703,MBNL3|exonic;chrX|-|131512272-131512321|1588_NM_001170701,MBNL3|exonic;chrX|-|131512272-131512321|198_NM_001170704,MBNL3|exonic;chrX|-|131512272-131512321|1588_NM_018388,MBNL3|exonic;chrX|-|131512272-131512321|1588_NM_001170702,MBNL3|exonic;chrX|-|131512272-131512321|1588_NM_133486,MBNL3|exonic;	NA	1	1	X	-	131512272	131512321	MBNL3
ILMN_1716441	inclUTR	exome	0	1	chr17|+|27049622-27049671|791_NR_000010,SNORD4A|exonic;	NA	1	1	17	+	27049622	27049671	SNORD4A
ILMN_1681772	inclUTR	exome	0	1	chr16|-|11369653-11369702|671_NM_002762,PRM2|exonic;	MAF=0.0106007,Name=chr16_11369696	1	1	16	-	11369653	11369702	PRM2
